# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
1	textures\mario2.png	255	255	255
20	textures\misc.png	176	224	248
10	textures\enemies.png	3	26	110
30	textures\backGround.png	255	128	192
40	textures\scence1.png	255	128	192
50	textures\Item&MicsBlock.png	166	185	255
60	textures\map.png	156	252	240
70	textures\enemies-2.png	0	128	128
80	textures\enemy3.png	255	255	255
90	textures\ITEM.png	166	185	255
100	textures\enemies-2.png	0	128	128
110	textures\enemies-3.png	0	130	130
120	textures\GoalRoulette.png	0	183	239
130	textures\HUBAndFont.png	81	255	191
140	textures\black.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
#NOTHING
7	208	170	22	2



#coin3
6	720	175	11001	8
6	1090	155	11001
6	1122	123	11001
6	1154	91	11001
6	1186	59	11001
6	1218	27	11001

6	1489	-48	11001
6	1505	-48	11001

6	1553	-32	11001
6	1569	-32	11001
6	1585	-32	11001
6	1601	-32	11001

6	1633	-48	11001
6	1649	-48	11001
6	1665	-48	11001
6	1681	-48	11001

6	1746	-48	11001
6	1713	-16	11001
6	1777	-32	11001
6	1825	-64	11001
6	1856	-32	11001


#coin2
6	240	130	11001	3
#mics Brick2
7	240	130	22	3



#blue brick 
5	288	171	13001
5	304	171	13002
5	320	171	13003
4	288	187	13004
4	304	187	13005
4	320	187	13006
4	304	203	13005
4	320	203	13006
4	304	219	13005
4	320	219	13006
4	304	235	13008
4	320	235	13009

#redBrick
5	256	203	12001
5	272	203	12002
5	288	203	12003
4	256	219	12004
4	272	219	12005
4	288	219	12006
4	256	235	12007
4	271	235	12008
4	288	235	12009


#redBrickShadow
4	304	211	14001
4	304	219	14002
4	304	235	14002


#blueBrickShadow
4	336	179	14001
4	336	187	14002
4	336	203	14002
4	336	219	14002
4	336	235	14002


#chimney 
1	368	203	8001
1	383	203	8002
1	368	219	8003
1	383	219	8004
1	368	235	8003
1	383	235	8004


#whiteBrick 
5	515	139	16001
5	531	139	16002
5	547	139	16002
5	563	139	16002
5	579	139	16003
4	515	155	16004
4	531	155	16005
4	547	155	16005
4	563	155	16005
4	579	155	16006
4	515	171	16004
4	531	171	16005
4	547	171	16005
4	563	171	16005
4	579	171	16006
4	515	187	16004
4	531	187	16005
4	547	187	16005
4	563	187	16005
4	579	187	16006
4	515	203	16004
4	531	203	16005
4	547	203	16005
4	563	203	16005
4	579	203	16006

4	515	235	16007
4	531	235	16008
4	547	235	16008
4	563	235	16008
4	579	235	16009

#whiteBrick_shadow
4	595	147	14001
4	595	155	14002
4	595	171	14002
4	595	187	14002
4	595	203	14002
4	595	211	14002
4	595	219	14002
4	595	235	14002

#redBrick2
5	480	171	12001
5	496	171	12002
5	512	171	12002
5	528	171	12002
5	544	171	12003
4	480	187	12004
4	496	187	12005
4	512	187	12005
4	528	187	12005
4	544	187	12006
4	496	203	12005
4	512	203	12005
4	528	203	12005
4	544	203	12006
4	512	219	12005
4	496	235	12008
4	512	235	12008
4	528	235	12008
4	544	235	12009

#redBrick2_shadow

4	560	179	14002
4	560	187	14002
4	560	203	14002
4	560	211	14002
4	560	219	14002


#greenBrick1
5	416	203	15001
5	432	203	15002
5	448	203	15002
5	464	203	15002
5	480	203	15002
5	496	203	15003
4	416	219	15004
4	432	219	15005
4	448	219	15005
4	464	219	15005
4	480	219	15005
4	496	219	15006
4	416	235	15007
4	432	235	15008
4	448	235	15008
4	464	235	15008
4	480	235	15008
4	496	235	15009

#greenBrick1_shadow
4	512	211	14001
4	512	219	14002
4	512	235	14002

#greenBrick2
5	528	219	15001
5	544	219	15002
5	560	219	15002
5	576	219	15002
5	592	219	15002
5	608	219	15003
4	528	235	15007
4	544	235	15008
4	560	235	15008
4	576	235	15008
4	592	235	15008
4	608	235	15009

#greenBrick2_shadow
4	624	227	14001
4	624	235	14002


#micsBrick 6
7	672	219	22	5
8	672	219	21002	5
#micsBrick 7
7	720	175	22	8


#bigTree2
#ve hinh tu sau ra truoc
4	896	171	10001
4	911	171	10002
4	896	187	10003
4	911	187	10004
4	896	203	10003
4	911	203	10007
4	896	219	10003
4	911	219	10004


4	848	187	10001
4	863	187	10002
4	848	203	10003
4	863	203	10004
4	848	219	10003
4	863	219	10004
4	928	187	10001
4	943	187	10002
4	928	203	10007
4	943	203	10004
4	928	219	10007
4	943	219	10004
4	880	187	10001
4	895	187	10002
4	880	203	10007
4	895	203	10004
4	880	219	10003
4	895	219	10004
4	976	187	10001
4	991	187	10002
4	976	203	10003
4	991	203	10004
4	976	219	10003
4	991	219	10004


4	867	203	10001
4	882	203	10002
4	867	219	10007
4	882	219	10007
4	899	203	10001
4	914	203	10002
4	899	219	10007
4	914	219	10007
4	995	203	10001
4	1010	203	10002
4	995	219	10007
4	1010	219	10004


4	835	219	10001
4	850	219	10002
4	963	219	10001
4	978	219	10002

#blueBrick2
5	1344	155	13001
5	1360	155	13002
5	1376	155	13002
5	1392	155	13002
5	1408	155	13002
5	1424	155	13002
5	1440	155	13003
4	1344	171	13004
4	1360	171	13005
4	1376	171	13005
4	1392	171	13005
4	1408	171	13005
4	1424	171	13005
4	1440	171	13006
4	1344	187	13004
4	1360	187	13005
4	1376	187	13005
4	1392	187	13005
4	1408	187	13005
4	1424	187	13005
4	1440	187	13006
4	1344	203	13004
4	1360	203	13005
4	1376	203	13005
4	1392	203	13005
4	1408	203	13005
4	1424	203	13005
4	1440	203	13006
4	1344	219	13004
4	1360	219	13005
4	1376	219	13005
4	1392	219	13005
4	1408	219	13005
4	1424	219	13005
4	1440	219	13006
4	1344	235	13007
4	1360	235	13008
4	1376	235	13008
4	1392	235	13008
4	1408	235	13008
4	1424	235	13008
4	1440	235	13009

#blueBrick2_shadow
4	1456	163	14001
4	1456	171	14002
4	1456	187	14002
4	1456	203	14002
4	1456	219	14002
4	1456	235	14002

#redBrick3
5	1312	187	12001
5	1328	187	12002
5	1344	187	12002
5	1360	187	12002
5	1376	187	12002
5	1392	187	12002
5	1408	187	12003
4	1312	203	12004
4	1328	203	12005
4	1344	203	12005
4	1360	203	12005
4	1376	203	12005
4	1392	203	12005
4	1408	203	12006
4	1312	219	12004
4	1328	219	12005
4	1344	219	12005
4	1360	219	12005
4	1376	219	12005
4	1392	219	12005
4	1408	219	12006
4	1312	235	12007
4	1328	235	12008
4	1344	235	12008
4	1360	235	12008
4	1376	235	12008
4	1392	235	12008
4	1408	235	12009

#redBrick3_shadow
4	1424	195	14001
4	1424	203	14002
4	1424	219	14002
4	1424	235	14002

#greenBrick3
5	1280	219	15001
5	1296	219	15002
5	1312	219	15002
5	1328	219	15002
5	1344	219	15002
5	1360	219	15002
5	1376	219	15003
4	1280	235	15007
4	1296	235	15008
4	1312	235	15008
4	1328	235	15008
4	1344	235	15008
4	1360	235	15008
4	1376	235	15009

#greenBrick3_shadow
4	1392	227	14001
4	1392	235	14002
#micsBrick8
7	1488	187	22	6
8	1488	187	21002	6
#brickBlock 
1	1520	171	2
1	1536	171	2

#brickBlock
1	1616	203	2
1	1616	219	2
1	1600	219	2
1	1584	235	2
1	1600	235	2
1	1616	235	2

#brickBlock
1	1680	203	2
1	1680	219	2
1	1696	219	2
1	1680	235	2
1	1696	235	2
1	1712	235	2

#chimney
1	1808	219	8001
1	1824	219	8002
1	1808	235	8003
1	1824	235	8004

#chimney
1	1872	203	8001
1	1888	203	8002
1	1872	219	8003
1	1888	219	8004
1	1872	235	8003
1	1888	235	8004

#bigTree
4	1921	203	10001
4	1936	203	10002
4	1921	219	10003
4	1936	219	10007
4	1921	235	10003
4	1936	235	10004
4	1905	235	10001
4	1920	235	10002
4	1937	219	10001
4	1952	219	10002
4	1937	235	10007
4	1952	235	10004


#Brick1
1	2000	203	17001
1	2016	203	17001
1	2032	203	17001
1	2048	203	17001
1	1984	219	17001
1	2000	219	17001
1	2016	219	17001
1	2032	219	17001
1	2048	219	17001
1	1968	235	17001
1	1984	235	17001
1	2000	235	17001
1	2016	235	17001
1	2032	235	17001
1	2048	235	17001
1	2064	235	17001


#Brick1
1	2112	219	17001
1	2112	235	17001
1	2128	235	17001

#Brick1
1	2000	203	11001	7
1	2016	203	11001	7
1	2032	203	11001	7
1	2048	203	11001	7
1	1984	219	11001	7
1	2000	219	11001	7
1	2016	219	11001	7
1	2032	219	11001	7
1	2048	219	11001	7
1	1968	235	11001	7
1	1984	235	11001	7
1	2000	235	11001	7
1	2016	235	11001	7
1	2032	235	11001	7
1	2048	235	11001	7
1	2064	235	11001	7


#Brick1
1	2112	219	11001	7
1	2112	235	11001	7
1	2128	235	11001	7


#greenBrick4
5	2192	107	15001
5	2208	107	15002
5	2224	107	15003
4	2192	123	15004
4	2208	123	15005
4	2224	123	15006
4	2192	139	15004
4	2208	139	15005
4	2224	139	15006
4	2192	155	15004
4	2208	155	15005
4	2224	155	15006
4	2192	171	15004
4	2208	171	15005
4	2224	171	15006
4	2192	187	15004
4	2208	187	15005
4	2224	187	15006
4	2192	203	15004
4	2208	203	15005
4	2224	203	15006
4	2192	219	15004
4	2208	219	15005
4	2224	219	15006
4	2192	235	15007
4	2208	235	15008
4	2224	235	15009

#greenBrick4_shadow
4	2240	115	14001
4	2240	123	14002
4	2240	139	14002
4	2240	155	14002
4	2240	171	14002
4	2240	187	14002
4	2240	203	14002
4	2240	219	14002
4	2240	235	14002

#redBrick4
5	2161	203	12001
5	2176	203	12002
5	2192	203	12003
5	2161	219	12004
5	2176	219	12005
5	2192	219	12006
5	2161	235	12007
5	2176	235	12008
5	2192	235	12009

#redBrick4_shadow
4	2208	211	14001
4	2208	219	14002
4	2208	235	14002

#bottom_chimney

1	2273	203	17001
1	2288	203	17001
1	2273	219	8003
1	2288	219	8004
1	2273	235	8003
1	2288	235	8004
#top_chimney
#add portal at arrow
49	2280	-69	0909
1	2273	-53	8001
1	2288	-53	8002
1	2273	63	8003
1	2288	63	8004
1	2273	79	8003
1	2288	79	8004
1	2273	95	8003
1	2288	95	8004
1	2273	-5	8003
1	2288	-5	8004
1	2273	-21	8003
1	2288	-21	8004
1	2273	-37	8003
1	2288	-37	8004
1	2273	11	8003
1	2288	11	8004
1	2273	27	8003
1	2288	27	8004
1	2273	43	8003
1	2288	43	8004
1	2273	59	8003
1	2288	59	8004
1	2273	75	8003
1	2288	75	8004
1	2273	91	8003
1	2288	91	8004
1	2273	107	8003
1	2288	107	8004
1	2273	123	8003
1	2288	123	8004
1	2273	139	17001
1	2288	139	17001

#chimney 
1	2337	219	8001
1	2352	219	8002
1	2337	235	8003
1	2352	235	8004

#bigCloudtype2 1


#bigCloudtype1 1 
4	344	88	19003
4	360	88	19004
4	344	103	19005
4	360	103	19006

4	663	108	19003
4	679	108	19004
4	663	123	19005
4	679	123	19006

4	1190	107	19003
4	1206	107	19004
4	1190	122	19005
4	1206	122	19006

4	2343	123	19003
4	2359	123	19004
4	2343	138	19005
4	2359	138	19006


#bigcloudtype3 
4	1672	107	19002
4	744	139	19002
#smallTree
4	176	234	18001
4	192	234	18001
4	208	234	18001

4	688	218	18001
4	704	218	18001
4	720	218	18001
4	736	218	18001
4	752	218	18001
4	768	218	18001

4	1053	218	18001
4	1069	218	18001

4	1200	234	18001
4	1216	234	18001
4	1232	234	18001

4	1744	234	18001
4	1760	234	18001
4	1776	234	18001

#small cloud Brick
1	1424	0	20001
1	1440	0	20001
1	1456	0	20001
1	1472	0	20001
1	1488	-16	20001
1	1504	-16	20001
1	1520	-16	20001
1	1536	-16	20001
1	1552	-16	20001
1	1568	-16	20001
1	1584	-16	20001
1	1600	-16	20001
1	1616	-16	20001
1	1632	-16	20001
1	1648	-16	20001
1	1664	-16	20001
1	1680	-16	20001

# last tree
4	2417	123	10001
4	2432	123	10002
4	2416	139	10003
4	2432	139	10007
4	2416	155	10003
4	2432	155	10007
4	2416	171	10003
4	2432	171	10007
4	2416	187	10003
4	2432	187	10007
4	2416	203	10003
4	2432	203	10007
4	2416	219	10003
4	2432	219	10007
4	2416	235	10003
4	2432	235	10007

4	2433	139	10001
4	2448	139	10002
4	2432	155	10007
4	2448	155	10004
4	2432	171	10007
4	2448	171	10004
4	2432	187	10007
4	2448	187	10004
4	2432	203	10007
4	2448	203	10004
4	2432	219	10007
4	2448	219	10007
4	2432	235	10007
4	2448	235	10007

4	2401	171	10001
4	2416	171	10002
4	2400	187	10003
4	2416	187	10007
4	2400	203	10003
4	2416	203	10007
4	2400	219	10003
4	2416	219	10007
4	2400	235	10003
4	2416	235	10007

4	2385	187	10001
4	2400	187	10002
4	2384	203	10003
4	2400	203	10007
4	2384	219	10003
4	2400	219	10007
4	2384	235	10003
4	2400	235	10007

4	2449	219	10001
4	2464	219	10002
4	2448	235	10007
4	2464	235	10004

#
8	1456	-64	17001
8	1456	-80	22001

#color brick red in sky 
5	1329	-48	12001
5	1344	-48	12002
5	1360	-48	12002
5	1376	-48	12003
4	1329	-32	12007
4	1344	-32	12008
4	1360	-32	12008
4	1376	-32	12009

#blueBỉckUnderGround
1	2256	332	17002
1	2256	348	17002
1	2256	364	17002
1	2256	380	17002
1	2256	396	17002
1	2256	412	17002
1	2256	428	17002
1	2256	444	17002
1	2256	460	17002
1	2256	476	17002
1	2256	492	17002

1	2240	332	17002
1	2240	348	17002
1	2240	364	17002
1	2240	380	17002
1	2240	396	17002
1	2240	412	17002
1	2240	428	17002
1	2240	444	17002
1	2240	460	17002
1	2240	476	17002
1	2240	492	17002

1	2224	332	17002
1	2224	348	17002
1	2224	364	17002
1	2224	380	17002
1	2224	396	17002
1	2224	412	17002
1	2224	428	17002
1	2224	444	17002
1	2224	460	17002
1	2224	476	17002
1	2224	492	17002

1	2208	332	17002
1	2208	348	17002
1	2208	364	17002
1	2208	380	17002
1	2208	396	17002
1	2208	412	17002
1	2208	428	17002
1	2208	444	17002
1	2208	460	17002
1	2208	476	17002
1	2208	492	17002

1	2192	332	17002
1	2192	348	17002
1	2192	364	17002
1	2192	380	17002
1	2192	396	17002
1	2192	412	17002
1	2192	428	17002
1	2192	444	17002
1	2192	460	17002
1	2192	476	17002
1	2192	492	17002

1	2176	332	17002
1	2176	348	17002
1	2176	364	17002
1	2176	380	17002
1	2176	396	17002
1	2176	412	17002
1	2176	428	17002
1	2176	444	17002
1	2176	460	17002
1	2176	476	17002
1	2176	492	17002

1	2160	332	17002
1	2160	348	17002
1	2160	364	17002
1	2160	380	17002
1	2160	396	17002
1	2160	412	17002
1	2160	428	17002
1	2160	444	17002
1	2160	460	17002
1	2160	476	17002
1	2160	492	17002

1	2144	332	17002
1	2144	348	17002
1	2144	364	17002
1	2144	380	17002
1	2144	396	17002
1	2144	412	17002
1	2144	428	17002
1	2144	444	17002
1	2144	460	17002
1	2144	476	17002
1	2144	492	17002

#
1	2272	492	17002
1	2288	492	17002
1	2304	492	17002
1	2320	492	17002
1	2336	492	17002
1	2352	492	17002
1	2368	492	17002
1	2384	492	17002

1	2400	476	17002
1	2416	460	17002
1	2432	444	17002
1	2448	428	17002
1	2464	412	17002
1	2480	396	17002

1	2496	396	17002
1	2512	396	17002
1	2528	396	17002

##
1	2528	380	17002
1	2528	364	17002
1	2528	348	17002
1	2528	332	17002
1	2528	412	17002
1	2528	428	17002
1	2528	444	17002
1	2528	460	17002
1	2528	476	17002
1	2528	492	17002
1	2528	396	17002

1	2640	332	17002
1	2640	348	17002
1	2640	364	17002
1	2640	380	17002
1	2640	396	17002
1	2640	412	17002
1	2640	428	17002
1	2640	444	17002
1	2640	460	17002
1	2640	476	17002
1	2640	492	17002

1	2544	332	17002
1	2544	348	17002
1	2544	364	17002
1	2544	380	17002
1	2544	396	17002
1	2544	412	17002
1	2544	428	17002
1	2544	444	17002
1	2544	460	17002
1	2544	476	17002
1	2544	492	17002

1	2560	332	17002
1	2560	348	17002
1	2560	364	17002
1	2560	380	17002
1	2560	396	17002
1	2560	412	17002
1	2560	428	17002
1	2560	444	17002
1	2560	460	17002
1	2560	476	17002
1	2560	492	17002

1	2576	332	17002
1	2576	348	17002
1	2576	364	17002
1	2576	380	17002
1	2576	396	17002
1	2576	412	17002
1	2576	428	17002
1	2576	444	17002
1	2576	460	17002
1	2576	476	17002
1	2576	492	17002

1	2592	332	17002
1	2592	348	17002
1	2592	364	17002
1	2592	380	17002
1	2592	396	17002
1	2592	412	17002
1	2592	428	17002
1	2592	444	17002
1	2592	460	17002
1	2592	476	17002
1	2592	492	17002

1	2608	332	17002
1	2608	348	17002
1	2608	364	17002
1	2608	380	17002
1	2608	396	17002
1	2608	412	17002
1	2608	428	17002
1	2608	444	17002
1	2608	460	17002
1	2608	476	17002
1	2608	492	17002

1	2624	332	17002
1	2624	348	17002
1	2624	364	17002
1	2624	380	17002
1	2624	396	17002
1	2624	412	17002
1	2624	428	17002
1	2624	444	17002
1	2624	460	17002
1	2624	476	17002
1	2624	492	17002

##
1	2480	332	17002
1	2464	332	17002
1	2448	332	17002
1	2432	332	17002
1	2416	332	17002
1	2400	332	17002
1	2384	332	17002
1	2368	332	17002
1	2352	332	17002
1	2336	332	17002
1	2320	332	17002
1	2304	332	17002

1	2496	396	17002
1	2496	412	17002
1	2496	428	17002
1	2496	444	17002
1	2496	460	17002
1	2496	476	17002
1	2496	492	17002
1	2512	396	17002
1	2512	412	17002
1	2512	428	17002
1	2512	444	17002
1	2512	460	17002
1	2512	476	17002
1	2512	492	17002
1	2480	412	17002
1	2480	428	17002
1	2480	444	17002
1	2480	460	17002
1	2480	476	17002
1	2480	492	17002

1	2400	492	17002

1	2416	476	17002
1	2416	492	17002

1	2432	460	17002
1	2432	476	17002
1	2432	492	17002

1	2448	444	17002
1	2448	460	17002
1	2448	476	17002
1	2448	492	17002

1	2464	428	17002
1	2464	444	17002
1	2464	460	17002
1	2464	476	17002
1	2464	492	17002

#coin under round 
6	2353	380	11001
6	2369	364	11001
6	2385	364	11001
6	2401	380	11001
6	2401	396	11001
6	2369	412	11001
6	2385	412	11001
6	2401	428	11001
6	2401	444	11001
6	2369	460	11001
6	2385	460	11001
6	2353	444	11001
1	2144	508	17002
1	2160	508	17002
1	2176	508	17002
1	2192	508	17002
1	2208	508	17002
1	2224	508	17002
1	2240	508	17002
1	2256	508	17002
1	2272	508	17002
1	2288	508	17002
1	2304	508	17002
1	2320	508	17002
1	2336	508	17002
1	2352	508	17002
1	2368	508	17002
1	2384	508	17002
1	2400	508	17002
1	2416	508	17002
1	2432	508	17002
1	2448	508	17002
1	2464	508	17002
1	2480	508	17002
1	2496	508	17002
1	2512	508	17002
1	2528	508	17002
1	2544	508	17002
1	2560	508	17002
1	2576	508	17002
1	2592	508	17002
1	2608	508	17002
1	2624	508	17002
1	2640	508	17002
#black chimmey 
4	2272	332	8008
4	2272	348	8006
4	2288	332	8009
4	2288	348	8007

4	2496	332	8008
4	2496	348	8006
4	2512	332	8009
4	2512	348	8007
#portal chimney out
49	2505	348	0909

#blue"P"
8	2048	203	21001	7

# green flower 
#9	368	195	24001
#GOOMPA
#2	220	195	3	200
2	510	210	3	120
2	800	195	3	100
2	750	195	3	100

#KOOPAS
3	567	187	23001	40	-1
3	1464	195	23001	40	1
3	1400	100	23001	45	-1
3	1375	145	23001	45	-1
3	1341	165	23001	45	-1



#fire 
10	100	500	25001	1
10	100	500	25001	2
10	100	500	25001	3
10	100	500	25001	4
10	100	500	25001	5

10	100	500	25001	6
10	100	500	25001	7
10	100	500	25001	8
10	100	500	25001	9
10	100	500	25001	10

#level mushroom
8	256	130	21002	4
7	256	130	22	4

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	2700	170	0909	2725	190	4
# MARIO
0	50.0	0	1
#0	2300	200	1
#HUB 
11	15	260	28001
#
#4	2698	166	26004
